河名,站名,水位,水势,"比昨日
+涨-落",流量,"设防
水位","警戒
水位","保证
水位",time
长江,寸滩,172.82,,-0.14,27200,--,--,--,2021-09-04 05:00
,武隆,175.49,,2.31,2460,--,--,--,2021-09-04 05:00
,宜昌,47.29,,-0.52,27300,52.00,53.00,55.73,2021-09-04 05:00
,枝城,43.68,,-0.30,27400,48.00,49.00,51.75,2021-09-04 05:00
,沙市,39.13,,-0.12,24300,42.00,43.00,45.00,2021-09-04 05:00
,监利,33.34,,-0.03,23100,34.50,35.70,37.23,2021-09-04 05:00
,莲花塘,30.30,,0.01,,--,32.50,34.40,2021-09-04 05:00
,螺山,29.35,,0.00,35500,31.00,32.00,34.01,2021-09-04 05:00
,汉口,24.66,,0.05,44200,25.00,27.30,29.73,2021-09-04 05:00
,黄石,21.14,,0.05,,22.80,24.50,27.50,2021-09-04 05:00
,码头镇,18.72,,0.02,,20.50,21.50,24.50,2021-09-04 05:00
,九江,17.60,,0.04,46000,--,20.00,23.25,2021-09-04 05:00
,三峡水库,159.42,,0.64,25300(出),--,--,--,2021-09-04 05:00
洞庭湖,城陵矶,30.36,,0.02,11500,--,33.00,34.55,2021-09-04 05:00
鄱阳湖,湖口,16.99,,0.05,1530,--,19.50,22.50,2021-09-04 05:00
湘江,湘潭,31.77,缺测,-0.06,1140,--,38.00,39.50,2021-09-04 05:00
资水,桃江,33.50,,-0.28,724,--,39.20,42.30,2021-09-04 05:00
沅水,桃源,33.69,,0.01,2680,--,42.50,45.40,2021-09-04 05:00
澧水,石门,50.77,,-0.04,181,--,58.50,61.00,2021-09-04 05:00
松滋河,新江口,40.97,,-0.11,2370,43.00,44.00,45.77,2021-09-04 05:00
,沙道观,40.81,,-0.09,781,43.00,44.00,45.21,2021-09-04 05:00
藕池河,管家铺,35.52,,-0.04,1380,37.50,38.50,39.50,2021-09-04 05:00
,康家岗,35.28,,-0.04,41.6,37.50,38.50,39.87,2021-09-04 05:00
虎渡河,弥陀寺,38.96,,-0.09,696,42.00,43.00,44.15,2021-09-04 05:00
长湖,长湖,30.87,,-0.02,,31.50,32.50,33.50,2021-09-04 05:00
洪湖,挖沟咀,25.47,,-0.01,,25.80,26.20,27.00,2021-09-04 05:00
刁汊湖,五房台,24.09,,-0.03,,--,24.80,26.00,2021-09-04 05:00
斧头湖,三洲,21.90,,-0.06,,21.50,22.80,23.94,2021-09-04 05:00
梁子湖,梁子镇,19.15,,-0.02,,19.00,20.50,21.36,2021-09-04 05:00
汉江,安康,239.23,,-0.14,2900,--,--,--,2021-09-04 05:00
,白河,179.56,,-0.88,4210,--,187.00,191.00,2021-09-04 05:00
,黄家港,93.65,,-0.06,8410,--,--,--,2021-09-04 05:00
,襄阳,65.87,,0.12,,65.50,67.00,70.00,2021-09-04 05:00
,宜城,56.96,,0.16,,56.50,57.50,59.30,2021-09-04 05:00
,皇庄,47.78,,-0.29,9870,47.00,48.00,50.62,2021-09-04 05:00
,沙洋,41.88,,-0.10,,40.80,41.80,44.50,2021-09-04 05:00
,岳口,38.06,,0.12,,36.90,37.90,40.62,2021-09-04 05:00
,仙桃,35.29,,0.17,8450,34.10,35.10,36.20,2021-09-04 05:00
,汉川,30.23,,0.26,,28.00,29.00,31.69,2021-09-04 05:00
,丹江口水库,165.88,,-0.01,"8730(入)
8710(出)",--,--,--,2021-09-04 05:00
清江,水布垭,395.35,,-0.55,"429(入)
374(出)",--,--,--,2021-09-04 05:00
,隔河岩,196.15,,0.32,"733(入)
10.3(出)",--,--,--,2021-09-04 05:00
沮漳河,河溶,41.52,,-0.15,127,47.50,48.50,50.00,2021-09-04 05:00
东荆河,潜江,39.38,,0.10,2100,38.40,39.70,42.11,2021-09-04 05:00
汉北河,天门,24.50,,-0.03,61.6,28.30,29.30,30.00,2021-09-04 05:00
大富水,应城,24.11,,-0.03,43.5,27.50,29.00,33.00,2021-09-04 05:00
环水,花园,32.63,,-0.02,20.5,--,37.50,39.95,2021-09-04 05:00
,孝感,24.47,,-0.06,,26.50,27.50,31.00,2021-09-04 05:00
府河,隔蒲潭,24.51,,-0.33,151,29.50,30.50,33.50,2021-09-04 05:00
府澴河,卧龙潭,24.06,,-0.04,,26.50,27.00,29.69,2021-09-04 05:00
富水,阳新,19.30,,0.05,,20.50,21.70,23.00,2021-09-04 05:00
滠水,黄陂,24.21,,0.04,,25.00,26.00,29.31,2021-09-04 05:00
倒水,李家集,24.63,,0.25,,26.30,28.00,30.73,2021-09-04 05:00
举水,柳子港,23.54,,0.02,71.8,28.00,29.00,33.11,2021-09-04 05:00
巴水,马家潭,21.66,,0.05,227,--,--,--,2021-09-04 05:00
蕲水,西河驿,20.24,,0.05,167,--,--,--,2021-09-04 05:00
